,Date,Rating,Review
4206,2020-04-17 04:27:52,5,Excelente
4207,2020-04-17 04:25:32,5,Gostei do amazon!
4208,2020-04-17 04:13:26,3,"O aplicativo melhorou bastante, tem vários filmes recentes e bons, gostei do xray, suporte ao Chromecast, mas tive alguns problemas na primeira vez que testei, tem problemas aleatoriamente quando uso o pause no Chromecast, poderia ter como pular as aberturas e créditos, também adicionar suporte ao Mi Box 3 na versão para Android TV, tive que baixar a apk e instalar manualmente e infelizmente ela estica a imagem... Se resolver os poucos problemas que tem e a compatibilidade será um dos melhores."
4209,2020-04-17 04:07:50,4,Só vai ganhar 4 estrelas pq não tem a temporada toda de chicago fire haha
4210,2020-04-17 04:05:21,5,Ótimo
4211,2020-04-17 03:57:19,4,Muito bom
4212,2020-04-17 03:48:12,5,Melhor custo benefício em streaming
4213,2020-04-17 03:46:02,1,O app tá muito ruim.... Nas séries tem ep's que não fuciona a dublagem nem a legenda ... Tem filme/séries que fica travando minha experiência não tá sendo uma das melhores fora que as vezes a imagem congela
4214,2020-04-17 03:43:54,4,"O app é bom, mas eu preciso escrever o nome do filme e pesquisar várias vezes para achar, poderiam melhorar isso!"
4215,2020-04-17 03:32:39,5,Muito bom e uma variedade legal de filmes e séries... parabéns
4216,2020-04-17 03:31:41,5,Para mim está sendo muito bom.
4217,2020-04-17 03:28:32,4,O brilho da tela não regulação independente do smartphone.
4218,2020-04-17 03:11:00,5,App leve e fácil
4219,2020-04-17 03:10:03,4,Acho que tem o que melhorar ainda mas e muito bom
4220,2020-04-17 02:47:24,4,"Alguns filmes não tem dublado ou legenda, acho que nem deveria aparecer pra gente aqui do Br. É ótimo o catálogo de filmes. As séries originais da Amazon são dez. Vale super a pena. O app só é um pouco bagunçado e confuso, mas talvez seja pq somos mais acostumados com a Netflix."
4221,2020-04-17 02:25:26,5,Super recomendo
4222,2020-04-17 02:19:13,5,Melhor que NETFLIX
4223,2020-04-17 02:17:54,3,Alguém sabe me dizer se na Amazon prime tem doramas/séries coreanas?
4224,2020-04-17 02:17:13,5,Top
4225,2020-04-17 02:02:13,5,Nota 10!
4226,2020-04-17 01:57:25,4,É bom más demora de mais pra adicionar novos filmes e temporada das séries 😕
4227,2020-04-17 01:54:46,3,Ainda tem muito que melhora trava muito.
4228,2020-04-17 01:53:40,5,Otimo app
4229,2020-04-17 01:48:54,1,N consigo logar minha conta na tv
4230,2020-04-17 01:34:15,5,Muito bom!
4231,2020-04-17 01:16:13,4,"Aplicativo é ótimo ter bastante filmes, porém tem que melhorar o layout, se tivesse opções de Usuários seria ótimo"
4232,2020-04-17 01:13:31,5,Muito bom
4233,2020-04-17 01:03:35,3,"Ótimo App, porém faltou uma opção de clicar em curtir o filme para que fica registrado os filmes ou séries que a gente já assistiu. Seria bom colocar essa opção de curtir ou descurtir."
4234,2020-04-17 00:59:49,4,Trava muito
4235,2020-04-17 00:59:17,1,Estou dando duas estrelas pelo péssimo sistema de busca você não consegue encontrar o que procura coloca a pesquisa em português em inglês e não acha o filme que você quer assistir realmente é horrível estava procurando a animação dos vingadores de 2010 os maiores heróis da terra mas não consegui encontrar merece nota zero só por isso algumas coisas que diz já está no prime vídeo mas você procura e encontra
4236,2020-04-17 00:49:19,5,Muito melhor que Netflix
4237,2020-04-17 00:44:00,3,"O filme/série que estou assistindo sempre para pra carregar, não está corrido. Qualquer outro vídeo que carrego funciona normalmente. Está frustrante tentar assistir e ficar travado toda hora carregando."
4238,2020-04-17 00:40:09,5,Bom D+
4239,2020-04-17 00:36:58,3,"Precisa ser modernizado, e rápido! Digo, a interface em si é mal organizada e já está ultrapassada. O player de vídeo também é mal otimizado (e deveria ter uma opção para desativar o X-Ray). Para um serviço com muito conteúdo de qualidade, parece que está ""pegando poeira"" na estante da Amazon."
4240,2020-04-17 00:29:33,5,Muito bom
4241,2020-04-17 00:16:03,5,Top!
4242,2020-04-17 00:14:49,4,É difícil encontrar os filmes e séries
4243,2020-04-17 00:06:40,4,"Prime vídeo, muito bom aplicativo de filmes, bem atualizado, porém precisa melhorar, nem todas televisão smart contempla o aplicativo prime vídeo e no celular não conseguimos fazer o espelhamento para televisão."
4244,2020-04-16 23:56:44,5,Excelente!!!
4245,2020-04-16 23:56:00,5,"Tem como colocar o filme ""A vida de David Gale""??????"
4246,2020-04-16 23:54:30,5,Muito top o que mais gosto e que do lado mostra informacões de cada personagem
4247,2020-04-16 23:51:03,5,Muito bom fácil e prático de usa
4248,2020-04-16 23:48:18,5,Ttop
4249,2020-04-16 23:48:13,5,Muito bom .
4250,2020-04-16 23:37:07,5,Sensacional
4251,2020-04-16 23:36:57,5,Muito bom.
4252,2020-04-16 23:17:45,5,Estou gostando muito!!!
4253,2020-04-16 23:16:54,5,Topzera
4254,2020-04-16 23:13:37,5,Ótimo...
4255,2020-04-16 23:12:21,4,Eu só ñ gostei de ter que criar uma conta
4256,2020-04-16 23:09:02,5,"Muito bom, podia melhorar a lista"
4257,2020-04-16 23:06:44,5,Muitíssimo bom recomendo demais só estou triste porque cancelaram a série the tick que série maravilhosa e uma pena acabar na 2° temporada 😭😭😭
4258,2020-04-16 23:02:40,2,"Essa atualização do Chromecast não está funcionando, isso faz falta como transmissão pra ver em smart tv. A legenda tbm não funciona, offline."
4259,2020-04-16 23:02:05,5,Otimo
4260,2020-04-16 22:58:18,4,"Olá, poderiam disponibilizar o app para TVs AOC."
4261,2020-04-16 22:57:08,5,Ótimo! Melhor que qualquer outro app de séries e filmes.
4262,2020-04-16 22:50:15,5,"Nota 10. Custo benefício,tem ótimos filmes,desenhos infantis para meu filho e muitas séries. Muito completo"
4263,2020-04-16 22:48:15,5,"Muito bom , vale muito apena assinar , eu recomendo a os meus amigos ,achei melhor que o da concorrência sem dúvida , ótimos filmes e séries ."
4264,2020-04-16 22:41:01,5,Ameiiii❤️
4265,2020-04-16 22:40:47,5,Ótimas opções de entretenimento.
4266,2020-04-16 22:40:03,5,"Sem comentários, mto bom."
4267,2020-04-16 22:34:24,5,Bom.
4268,2020-04-16 22:25:33,5,Show
4269,2020-04-16 22:18:19,1,Pois é muito bom más pra quem não tem cartão de crédito fica difícil poderia ser no débito automático também
4270,2020-04-16 22:17:30,4,"Gostei muito do aplicativo. A princípio usaria como teste de um mês, mas com certeza vou continuar. Só estou tendo dificuldade para assistir na smart TV, pois ainda não consegui configurar, mas o importante é a variedade de filmes, que não encontrava em outras plataformas, inclusive os mais antigos, clássicos, bem como os novos. Muito bom mesmo."
4271,2020-04-16 22:16:25,5,Muito bom mais quando eu vor busca têm que aparece o filme e.t.s
4272,2020-04-16 22:11:51,4,Ótimo
4273,2020-04-16 22:07:27,5,Top
4274,2020-04-16 21:59:44,5,Amo
4275,2020-04-16 21:49:55,4,"Muitooo bom, tem bastante variedade de filmes e séries. Pode ser assistido tanto no celular como na tv! E a série ""Soltos em Floripa"" maravilhosa...super recomendo!!!"
4276,2020-04-16 21:43:44,3,Coloquei assim nossa o Amazon Prime é muito legal é muito muito legal mas eu acho que poderia ter alguns exemplos modo avião daquele filme da Larissa Manoela eu queria que tiver mas vamos poderia ter mais séries depositei mais filme Quem gosta de filme é esse esse aplicativo do ar mesmo que é muito bom mas podia ter mais séria que eu só gosto de chorar eu gosto de ver sério né então é por isso que alguém falou que queria abaixar esse aplicativo vai ter que colocar um monte de coisa
4277,2020-04-16 21:41:35,5,MUITO BOM
4278,2020-04-16 21:35:20,3,Poucas opções
4279,2020-04-16 21:34:02,4,"O catálogo é reduzido , mas com o tempo pode melhorar, por enquanto estou gostando."
4280,2020-04-16 21:27:32,5,"Muito bom, principalmente porque funciona e ocupa pouco espaço. No entanto, seria interessante se tivesse a possibilidade de criar perfis por pessoa como o Netflix."
4281,2020-04-16 21:06:20,3,"O catálogo é a maior atração, que consegue ser melhor do que seus concorrentes em variedade. Mas a interface é muito pobre, dificultando a descoberta de novos conteúdos e de ítens que se encaixam no seu gosto e que não é tão popular assim na plataforma. Além disso, o que incomoda muito são filmes sem opção de áudio original. Diversos filmes raros estão lá, mas apenas dublados ou, pior ainda, dublados em inglês quando se trata de filmes estrangeiros. Espero que façam reparos."
4282,2020-04-16 20:56:31,5,Ótimo
4283,2020-04-16 20:56:05,5,Muitos filmes e séries muito legais Eu gostei muitíssimo obrigada...
4284,2020-04-16 20:49:53,5,"Boa noite. Excelente , estou gostando muito."
4285,2020-04-16 20:45:37,5,Amei.
4286,2020-04-16 20:44:30,5,Maravilho
4287,2020-04-16 20:42:25,5,Ótimo!
4288,2020-04-16 20:39:35,5,Muito bom
4289,2020-04-16 20:21:25,5,Sensacional
4290,2020-04-16 20:17:14,4,"Muito atrativo! O app é bom,se ele tivesse mais variedades de séries e filmes seria perfeito."
4291,2020-04-16 20:08:12,4,"O conteúdo é muito bom, mas o app tem erros como como as legal das sumirem quando é necessário pausar o vídeo"
4292,2020-04-16 20:05:56,5,Muito intuitivo
4293,2020-04-16 19:22:16,5,Ótimo
4294,2020-04-16 19:13:54,5,"Um bom app pra quem não quer pagar tanto para ter acesso a filmes e séries, e tem muito outros privilégios que são muito melhores que qualquer outro app de filmes e séries.... Recomendo de mais ...."
4295,2020-04-16 19:09:55,5,Excelente
4296,2020-04-16 19:08:51,1,Existe um problema que a imagem fica toda pixelada
4297,2020-04-16 18:58:02,4,"Muito bom, porém existem muitas séries e filmes legais mais sem dublagem,é uma pena!!!!"
4298,2020-04-16 18:43:59,5,Maravilhoso muito bom
4299,2020-04-16 18:33:42,5,Eu adoro
4300,2020-04-16 18:32:24,5,"Melhor app ,,, tudo que gosto ????????????"
4301,2020-04-16 18:27:20,4,Boa
4302,2020-04-16 18:25:50,5,Perfeito
4303,2020-04-16 18:25:39,4,"Muito bom app ,bom conteúdo excelente custo benefício , ótima imagem e vídeo O que gostaria que melhorasse é a navegação, os títulos já aparecerem nós tópicos traduzidos pra facilitar encontrar conteúdo de interesse o que é difícil porém é amenizado pelos trailers das séries que passam no começo dos episódios, e t seria ótimo ter a opção de pausar na tela de notificações do celular ia ser bem útil, de resto excelente vou recomendar pra geral ."
4304,2020-04-16 18:16:24,5,"O melhor. Adorei custo benefício excelente. Tenho outros serviços com filmes e séries, Netflix, claro video Now. Mas o amazon é o melhor.... estão de parabéns"
4305,2020-04-16 18:15:26,2,"Aplicativo com sério problema no meu celular Moto G6 Plus. Ao abrir o aplicativo se encerra automaticamente em menos de 10 segundos e não é possível realizar nenhuma tarefa. Funcionando b no meu tablet Samsung e na Smart TV LG. Mas no celular, está horrível."
4306,2020-04-16 18:07:47,2,O App da TV tem muitos bugs. As vezes não reproduz e temos que zerar tudo para depois começar a usar novamente. Muito instável
4307,2020-04-16 18:04:54,5,"Serviço excelente, custo melhor ainda."
4308,2020-04-16 18:04:34,5,Muito bom.
4309,2020-04-16 17:10:33,5,"Ótimo catálogo, preço acessível, imagem de qualidade!"
4310,2020-04-16 17:04:09,4,Bom.Mais pode melhorar principalmente os animes. poucos estão dublado isso é muito decepcionante
4311,2020-04-16 16:56:27,4,Muito bom
4312,2020-04-16 16:53:41,5,Maravilhoso!
4313,2020-04-16 16:45:01,5,"Está melhor de filmes que a concorrência. E o preço tá super atrativo. R$ 9,90 com um mês grátis tá de graça. Não me arrependo. Só pra ver ""Two and a half man"" já valeria."
4314,2020-04-16 16:44:04,1,"Aplicação em Alemão, não dá pra trocar a língua. Conteúdos em inglês ou dobrados em alemão, sem legendas em Português. Não faz qualquer sentido esta obrigação."
4315,2020-04-16 16:38:19,1,O app não tem lista de favoritos não tem opção de ter perfis diferentes isso é muito básico em plataformas assim e faz falta na Amazon.
4316,2020-04-16 16:32:32,5,Maravilha
4317,2020-04-16 16:32:22,5,Bom uso todo dia
4318,2020-04-16 16:32:19,5,"Muito bom , recomendo ."
4319,2020-04-16 16:27:19,5,Maravilhoso
4320,2020-04-16 16:13:41,5,"MELHOR CATÁLOGO DE FILMEEEEES! Falta melhorar nas séries, porém, mt boas as originais!"
4321,2020-04-16 16:11:48,5,Exelente app para assistir séries e filmes
4322,2020-04-16 15:50:31,3,"A experiência não é das melhores, eu até gosto do catálogo, mas é muito confuso. Sem falar na lentidão. É um exercício de paciência."
4323,2020-04-16 15:44:57,5,Ótimo! apenas um pequeno problema que é a não sincronização entre áudio em inglês e legendas em português. Tirando isso nível de programação excelente
4324,2020-04-16 15:36:55,4,Muito bom.
4325,2020-04-16 15:36:04,5,"Parabéns, raramente o vídeo trava."
4326,2020-04-16 15:24:17,3,Meu ponto negativo é a experiência com o app. Não acho fluído e as vezes tem muita informação na tela.
4327,2020-04-16 15:23:33,5,trava um pouci mas e bom
4328,2020-04-16 15:06:17,4,Muito bom
4329,2020-04-16 14:52:57,2,"Em muitas situações é impossível remover as legendas, deixei em chinês pra poder assistir sem ficar lendo, Quando sai do aplicativo e volta, o App se perde todo e volta uns 2 ou 3 episódios, além de não guardar qual o tempo estava, ainda volta diversos episódios"
4330,2020-04-16 14:33:27,4,"Muito bom por um valor relativamente baixo. Porém deveria haver espelhamento do aplicativo no smartphone com tv, vídeo game e outros assim como Netflix e YouTube por exemplo"
4331,2020-04-16 13:58:45,5,Bom d+
4332,2020-04-16 13:45:13,3,Deveria poder espelhar do smartfone para a TV. Como o app da Netflix
4333,2020-04-16 13:38:52,5,Gostei
4334,2020-04-16 13:35:00,5,Top demaisss
4335,2020-04-16 13:33:40,5,"Bom,tem todo os tipos de filmes q procuro ."
4336,2020-04-16 13:25:25,4,Muito boa a grade. Pena que tenha conteúdos de baixa qualidade. Mas faz parte.
4337,2020-04-16 12:57:04,5,Perfeito
4338,2020-04-16 12:44:56,4,Precisa melhorar a pesquisa
4339,2020-04-16 12:39:05,1,"Existem filmes e séries que aparecem no menu mas não estão disponíveis para exibição, não entendo isso..."
4340,2020-04-16 12:34:38,5,"Acho excelente,fácil de procurar os filmes . Muito obrigada"
4341,2020-04-16 11:20:22,5,Otimoooo
4342,2020-04-16 11:13:04,5,Muito bom ótimos filmes
4343,2020-04-16 10:59:53,4,Acho difícil pular pra frente ou pra trás com precisão.
4344,2020-04-16 10:26:43,5,"10 conto véi, assina logo"
4345,2020-04-16 10:19:26,5,Muito bom!!!
4346,2020-04-16 09:50:14,5,"Muito Bom , muito entretenimento e ótimo custo benefício ????????????"
4347,2020-04-16 09:21:43,5,Muito bom
4348,2020-04-16 09:02:06,1,"gostei muito do aplicativo , mais devido um erro eu adiciono meu cartão mais toda vez fala para assinar cadastrar , vou tentar novamente si não funciona vou prá Netflix"
4349,2020-04-16 07:30:00,2,"Aplicativo muito mal elaborado, ainda por cima poucas opções de séries e filmes. Fora que o áudio está todo bagunçado em algumas séries, vc coloca no português e vai pro francês. Da vontade até de cancelar, é um absurdo vc pagar dez reais por mês para com um aplicativo todo zuado e bagunçado. Só não cancelei ainda pq tem séries q eu gosto, mas se não melhorarem os erros, cancelarei!!!!"
4350,2020-04-16 07:25:21,3,"Conteúdos ótimos!! Só espero que entrem as outras temporadas de Keeping UP with The Kardashians, da 9° em diante. Esperando ansiosamente."
4351,2020-04-16 07:24:43,5,Bom
4352,2020-04-16 07:17:21,4,quase lá ein Amazon ?! ????
4353,2020-04-16 06:37:28,4,"Muito bom.esse aplicativo, funciona perfeitamente, e a um preço bem acessível."
4354,2020-04-16 05:35:27,5,Muito bom
4355,2020-04-16 05:14:18,5,"Muito prático e rápido. Além de poder contar com vários idiomas, acho muito interessante poder mudar a legenda. Estão de parabéns!"
4356,2020-04-16 05:13:57,3,"Faltam filmes tradicionais e novos, assim como a lista de assistidos e status de avaliação dos filmes. Muitos filmes sem legenda ou sem dublagem no idioma português"
4357,2020-04-16 04:30:58,3,Poderia ser melhor se tivesse a opção de gerar boleto. Facilitaria muito já que não uso cartão de crédito. Infelizmente estou a um porto de cancelar a assinatura e eu não quero ficar sem
4358,2020-04-16 04:25:55,4,Faltam muitas opções de filmes...
4359,2020-04-16 04:20:34,5,Show de bola
4360,2020-04-16 04:14:52,3,"Tem um catálogo interessante, porém poderia ter uma opção de perfis separados para cada pessoa"
4361,2020-04-16 04:14:51,3,O app é bom mas faltam alguns ajustes de usabilidade.
4362,2020-04-16 04:07:57,5,Bom.
4363,2020-04-16 03:57:18,5,Muito bom
4364,2020-04-16 03:56:17,5,Ok
4365,2020-04-16 03:41:12,4,"Até o presente momento, não tenho nenhum ponto negativo.. app me atende super bem!! RECOMENDADISSIMO"
4366,2020-04-16 03:35:09,5,Bom e barato.
4367,2020-04-16 03:33:57,4,só falta colocar 2 ou 3 usuários pra ficar top.....
4368,2020-04-16 03:25:34,4,"O App melhorou muito. Porém, tem algumas séries que aparecem com a informação que são dublados e não são, e quando aplicamos a legenda não aparece correta com o momento da fala(isso serve para alguns filmes também). Contudo, a aparência do app melhorou, o modo Chromecast está boa, além de que a qualidade do streaming é muito boa também. Além de que tem séries da década de 90 que eu gosto muito."
4369,2020-04-16 03:03:44,5,Muito bom! Ótimas opções de séries e filmes!
4370,2020-04-16 02:45:35,5,Ótimo
4371,2020-04-16 02:44:33,3,Só nao dou 5 porque nao transmite para tvs Aoc.
4372,2020-04-16 02:37:43,5,Qualidade tao boa quanto netflix
4373,2020-04-16 02:35:37,4,Bom esse App
4374,2020-04-16 02:34:20,5,No começo o sistema de busca era bem falho... Mas a cada atualização o APP vem evoluindo e melhorando cada vez mais. Estou adorando! ❤️
4375,2020-04-16 02:32:51,5,Excelente aplicativo
4376,2020-04-16 02:28:52,4,Poderia ter perfis separados.
4377,2020-04-16 02:24:47,4,App muito bom para series e filmes
4378,2020-04-16 02:23:02,5,Gosto da variedade e qualidade das produções da Amazon.
4379,2020-04-16 02:18:10,1,Fiz meu pagamento porém não consigo assistir filme . Pedir ó cancelamento e me disseram que iam me reembolsar esperei quase um mês porém sem retorno ativei porém me pediram pra fazer o pagamento novamente. Fiz e mesmo assim não consigo assessar à plataforma de filmes fica falando que tenho que fazer o pagamento me ajuda pôr favor...🙏🙏☹☹☹
4380,2020-04-16 02:14:58,4,Só falta ter mais opções de filmes e séries e vir o aplicativo em smart tvs
4381,2020-04-16 02:05:38,3,Gosto muito do app mas as series sao limitadas(nao tem as que eu gostaria que tivesse).
4382,2020-04-16 02:05:10,5,Perfeito😍
4383,2020-04-16 01:59:06,5,Ótimo aplicativo várias série de ótima qualidade
4384,2020-04-16 01:42:26,5,Muito bom
4385,2020-04-16 01:40:16,5,Ótimo
4386,2020-04-16 01:40:15,5,Muito bom
4387,2020-04-16 01:39:55,2,O preço é bem acessivel. Porém o catalogo é pequeno e o aplicativo tem que melhorar bastante e ter mais opcoes. Eu coloquei um cartao e agora nao consigo mudar o cpf pq nao tem a opçao de trocar.
4388,2020-04-16 01:31:57,5,"Amoooo a Amazon Prime Vídeo, tem uma programação muitíssima boa, excelentes séries e filmes para mim é tri melhor que a Netflix, o app é ótimo, não tenho queixa nenhuma quanto a ele."
4389,2020-04-16 01:30:09,5,"Filmes excelentes, em uma quantidade exorbitante, e preço mais que acessível! Vale muito a pena!"
4390,2020-04-16 01:25:59,4,Muito bom gostaria de mais séries.
4391,2020-04-16 01:05:34,3,Um pouco confuso!
4392,2020-04-16 00:56:23,5,Muito bom!
4393,2020-04-16 00:50:22,4,Muito bom! Funciona
4394,2020-04-16 00:48:51,3,Uma pena nâo ter opçâo pra cartâo de débito.
4395,2020-04-16 00:46:03,5,Muito melhor que Netflix
4396,2020-04-16 00:41:14,4,É bom mais a partir de animes não deixar a deseja ta é faltando mesmo.
4397,2020-04-16 00:39:32,5,Excelente
4398,2020-04-16 00:39:10,5,"Excelente, superou minhas expectativas em relação a séries e filmes."
4399,2020-04-16 00:36:17,5,bom
4400,2020-04-16 00:24:30,4,"App é bom, não funciona em alguns aparelhos, mas de boas, só não entendi já terem ne cobrado, os 30 dias grátis eu não tive"
4401,2020-04-16 00:17:15,5,Gostei.
4402,2020-04-16 00:07:25,5,Muito bom
4403,2020-04-15 23:58:37,5,Ótimo series excelente qualidade de vídeo!!!
4404,2020-04-15 23:58:11,5,Muito bom
4405,2020-04-15 23:55:43,5,Muito bom! Quase melhor que netflix!
4406,2020-04-15 23:55:26,1,O App é bem ruim. Precisa aprender com a Netflix para melhorar.
4407,2020-04-15 23:50:53,5,Senha amazon
4408,2020-04-15 23:38:43,5,Gostei dos filmes e tem excelentes séries!!
4409,2020-04-15 23:32:16,4,Ainda pode melhorar!
4410,2020-04-15 23:32:07,5,top de mais
4411,2020-04-15 23:28:21,5,Muito bom
4412,2020-04-15 23:01:31,1,Horrível
4413,2020-04-15 22:59:05,5,Muito bom! Fácil de utilizar
4414,2020-04-15 22:37:05,5,Muito bom
4415,2020-04-15 22:25:10,5,Ótimo app
4416,2020-04-15 22:24:38,3,"App bom, mas só não dou mais estrelas pq não tem app pra meu Mi box da Xiaomi."
4417,2020-04-15 22:17:11,3,"App lento,trava no meio dos episódios e as vezes fica apenas o áudio"
4418,2020-04-15 22:09:11,4,"Muito bom, gostei do aplicativo"
4419,2020-04-15 22:07:39,5,Boa
4420,2020-04-15 21:53:05,2,"App feio e desorganizado, acho que isso atrapalha muito a experiência. As séries exclusivas trazem ótimos atores, acho legal a ideia de ter propagandas do próprio conteúdo, mas um nome gigante como a Amazon tem que ter um cuidado maior com a interface com o usuário."
4421,2020-04-15 21:51:02,5,Muito melhor que Netflix.
4422,2020-04-15 21:47:53,5,Gosto muito desse app o único problema que tem muitos filmes legendados.
4423,2020-04-15 21:19:48,5,Melhor que Netflix muito
4424,2020-04-15 21:19:09,3,"Depois que atualizei o software da minha tv Philco não aparece a imagem do filme, só áudio, pelo espelhamento, midiacast, da tv. Muito estranho pois antes estava ok!"
4425,2020-04-15 21:11:34,1,EQUIPE TÉCNICA DA AMAZON NAO FAZ NADA!! NAO DA PRA MUDAR O IDIOMA NO TV BOX !!!
4426,2020-04-15 20:49:49,5,Adorei...
4427,2020-04-15 20:49:18,5,gostei muito
4428,2020-04-15 20:22:48,5,ÓTIMO. RECOMENDO!!! ????
4429,2020-04-15 20:19:17,3,"Gostaria de saber por que alguns filmes/séries tem a opção inglês legendado mas não tem a legenda, outros nem sequer tem a opção português, somente inglês e ainda assim não aparece a legenda."
4430,2020-04-15 20:01:53,4,"As legendas são meio ruins, visualmente falando, e o aplicativo é pouco lerdo. Mas o conteúdo é muito bom, ainda mais algumas produções exclusivas."
4431,2020-04-15 19:57:28,5,Ótimo
4432,2020-04-15 19:41:35,4,"Bom app, vale muito a pena baixar. No celular é prático, mas na TV ele ainda não é tão dinâmico - ele funciona, porém não é tão intuitivo. Espero que futuras atualizações ocorram pra uma melhor experiência dos assinantes, afinal a cada dia isso - DENTRE OUTRAS MELHORIAS - será um atrativo a mais, em vista da quantidade de serviços streaming que estão surgindo no mercado."
4433,2020-04-15 19:35:08,5,Bom
4434,2020-04-15 19:29:30,4,"Tem ótimas séries, mostra os atores que participam das séries, achei ótimo isso, mas tem um pequeno problema, as vezes tem que pesquisar o nome original do filme ou da série pq não tem tem tradução do nome em português do título."
4435,2020-04-15 19:22:27,5,Ótima
4436,2020-04-15 19:19:06,5,"Bem melhor que a concorrência, custo x benefício nota 10. Migrei e nao tenho arrependimento."
4437,2020-04-15 19:18:30,5,Top
4438,2020-04-15 19:02:53,2,fraco
4439,2020-04-15 18:55:32,3,Bem so dou 3 estrelas pelo fato... de um catalogo abaixo do concorrente... espero que possa ser melhorado! O preço é otimo sabendo que estamos no brasil... e assim nao se pode esperar muito de um app barato... mais ja espero que com a melhora do app o preço possa subir... se a experiencia for satisfatoria vale o investimento de ambas as partes.
4440,2020-04-15 18:19:37,5,"Conseguiu superar a Netflix em preço e filmes. Em app, enfia uma surra no HBO e Telecine.👍🏼"
4441,2020-04-15 18:18:17,5,"Muito bom não demora pra carregar, a qualidade é boa só o catálogo que é bem + -"
4442,2020-04-15 18:10:02,5,"Muito bom, pena que não da para adicionar perfis, ai fica tudo embolado numa mesma página, complicado! 😓 E se tem não achei, a opção de tirar os trailers que ficam passando quando entra ou entre os episódios. Mas tirando isso, nada a reclamar..parabéns!!"
4443,2020-04-15 18:09:38,5,Maravilhoso! Vários filmes novos. Recomendo!
4444,2020-04-15 18:06:06,5,Melhor q a Netflix sem dúvidas
4445,2020-04-15 17:58:43,5,"O aplicativo é muito bom, pois apresenta uma diversidade de séries/filme e com um preço bastante acessível."
4446,2020-04-15 17:30:57,2,"Amazon Prime Video tem evoluído cada vez mais o catálogo de filmes disponíveis, inclusive com lançamentos recentes. O problema do app são as funcionalidades, o menu no smartphone é horrível, além de nem sempre mostrar as sinopses se você sai do app rapidamente ele volta pra parte inicial. Além de você ter sempre que selecionar a linguagem antes de baixar qualquer conteúdo, pq senão vai tudo em português mesmo você selecionando previamente que queria tudo legendado."
4447,2020-04-15 17:21:27,4,"Bom, único problema é que só aceitam cartão de crédito como forma de pagamento."
4448,2020-04-15 17:20:43,5,Muito bom porém o ruim q não tem seres atualizada
4449,2020-04-15 17:15:31,4,"Poderia ter mais séries, e mais filmes novos"
4450,2020-04-15 16:49:49,2,"maluco esse app é muito ruim, fui assistir ficou em tela preta e nao resolve nada"
4451,2020-04-15 16:36:59,1,"Não consigo assinar, fala que ocorro um probleminha na forma de pagamento. Sendo que tenho cartão de crédito elo e não consigo assinar o prime vídeo. Saco"
4452,2020-04-15 16:22:55,5,O app e bom
4453,2020-04-15 16:21:38,4,Muito bom
4454,2020-04-15 16:06:43,1,Vish vendo os comentários vou desinstalar.
4455,2020-04-15 15:58:06,5,Muito bom
4456,2020-04-15 15:31:41,5,Muito bom
4457,2020-04-15 15:23:33,4,melhor a qualidade de imgem
4458,2020-04-15 15:07:17,5,Muito bom. Facil e prático.
4459,2020-04-15 14:55:20,4,Poderia ter mais opções de filmes. Tbm poderia ter greys e la casa de papel. Como the dooctor
4460,2020-04-15 14:38:45,4,"Muito bom. Ainda não se compara a Netflix, sua plataforma precisa melhorar muito. Mas recomendo pelo custo benefício, então não há pq não ter a Netflix e a Amazon Prime."
4461,2020-04-15 14:38:12,5,Ótimo App!
4462,2020-04-15 14:27:50,5,Ótimo .
4463,2020-04-15 14:17:01,5,Muito bom
4464,2020-04-15 14:13:53,5,"Excelente, ótimo para aficionados ppr filmes."
4465,2020-04-15 13:47:39,5,So falta ter mais opção de series
4466,2020-04-15 13:37:39,5,Nota 10 otimo
4467,2020-04-15 13:15:03,5,Ótimo 😍😍😍
4468,2020-04-15 13:10:55,5,"Por enquanto pelo valor, parece uma boa plataforma com vantagens em compras online, dando direito a assistir TV e ouvir musica"
4469,2020-04-15 12:59:02,4,"O app é bom mais as vezes tenho a sensação que é um app grátis por causa do tanto de trailer de que passa antes dos vídeos depois dos vídeos, quando abre o app é na minha opinião é muito chato isso"
4470,2020-04-15 12:52:23,5,Estou amando assistir série ! Eu recomendo! Parabéns !!!👏👏👏
4471,2020-04-15 12:25:35,5,Simples e funcional
4472,2020-04-15 12:11:34,5,Muito bom
4473,2020-04-15 12:04:40,1,Isto e uma treta.
4474,2020-04-15 11:55:08,5,"App ótimo, tem todas as minhas séries favoritas, e ainda dá pra ver em qual idioma quiser, 5 estrelas!!"
4475,2020-04-15 11:22:23,4,Ótimo
4476,2020-04-15 11:12:19,5,Perfeito
4477,2020-04-15 11:01:36,5,Muito bom
4478,2020-04-15 10:56:05,5,"Excelente conteúdo, bons filmes e séries! ,Vale muito a pena."
4479,2020-04-15 10:50:39,4,Recomendo a todos....
4480,2020-04-15 10:25:42,5,Simplesmente AMANDO!!! ????????
4481,2020-04-15 09:55:59,5,Muito bom só podia ter mais séries da Star Trek e a série Hercule Poirot aí seria perfeito.
4482,2020-04-15 09:49:24,5,"Muito bom ,só falta atualização de alguns episódios dê séries que estão atrasada ."
4483,2020-04-15 09:46:23,4,"Até então, tem sido uma ótima experiência"
4484,2020-04-15 09:07:49,5,"Ótimo app, gosto muito!"
