,Unnamed: 0,Date,Rating,Review,Classification
5747,5747,2020-04-07 18:04:49,3,"Falta alguns recursos para melhorar a interatividade, como o movimento pinça para dar zoom.",Positiva
5752,5752,2020-04-07 17:50:51,3,"O conteúdo é bom, mas o aplicativo precisa ser aprimorado, o Layout escuro dificulta a boa visualização do prime video",Negativa
5754,5754,2020-04-07 17:30:43,3,"Claro que não tem muitas series e filmes, mas pelo valor está ótimo. A única coisa que acho ruim, é já disponibilizarem a série na plataforma sem ter os áudios em português ou até mesmo a disponibilidade de assistirmos por faltar algum trâmite legal.",Positiva
5764,5764,2020-04-07 16:12:08,3,Testando,Positiva
5767,5767,2020-04-07 15:30:21,3,"Bom, porém precisa melhorar o layout e adicionar mais funções,como perfis diferentes,avaliar as séries e filmes e melhor o jeito q recomendam séries e filmes",Positiva
5769,5769,2020-04-07 15:09:31,3,Não consigo acessar na TV,Negativa
5770,5770,2020-04-07 15:04:44,3,"Quase não da pra assistir algo legendado, seleciono a legenda e tenho que desativar e ativar várias vezes pra ela aparecer, ela não fica automática, se acaba um episódio no outro tem que fazer tudo isso. E já aconteceu de eu colocar em português e ficar em espanhol a legenda. Fora isso, não tenho muito do que reclamar, mas pra mim isso é absurdamente chato. O aplicativo precisa ser melhorado!!!",Negativa
5773,5773,2020-04-07 14:20:37,3,"Baixei um titulo, mas quando fui assistir offline não tinha áudio em português.",Negativa
5778,5778,2020-04-07 13:52:53,3,"Bom, mas com muitas coisas a melhorar, como por ex: tem vezes que a legenda simplismente não aparece, se voce pausar o video, e a tela do celular bloquear, ao desbloquear ele saiu do que voce estava assistindo e devemos abrir denovo entre outras coisas.",Negativa
5781,5781,2020-04-07 13:11:18,3,"Muito bom,poderia colocar mais séries relacionadas a CSI",Positiva
5785,5785,2020-04-07 12:35:27,3,App muito bom! Mais poderia melhorar podem a opção de a avaliação dos conteúdos!,Positiva
5792,5792,2020-04-07 06:23:11,3,"As legendas nao funcionam. Seleciona a opção legenda em português e mesmo assim elas não aparecem, ou simplesmente não aparece nem a opção de qual idioma escolher. Isso me irrita muito muito muito pq não consigo assistir quando quero e sim quando o programa resolve funcionar...",Negativa
5807,5807,2020-04-07 03:45:26,3,"poderia ter uma versão pra box tv,pois esse quando é instalado numa, não fica muito bom quando a gente seleciona um filme, costuma travar e congelar.",Negativa
5815,5815,2020-04-07 02:35:51,3,"Amo o app, mas ultimamente está dando muitos problemas, as legendas travam MUITO, mesmo na TV ou Celular!! E quando Vou abrir o app, aparece uma notificação falando pra ir assistir um vídeo de suporte, sendo q pago direito, e não tinha nenhum problema!!",Negativa
5830,5830,2020-04-07 01:24:00,3,Podiam melhorar a experiência na versão de computador e também podiam inovar no app,Positiva
5840,5840,2020-04-07 00:59:13,3,"O catálogo é excelente, mas o app é muito mau otimizado, o vídeo sofre de quedas brutais de qualidade constantemente",Positiva
5844,5844,2020-04-07 00:46:01,3,"O catalogo em si é muito bom no entanto o app nao é bom.Falta um sistema de perfil,a qualidade do video é pior do que a de outros apps e quando vai começar outro episodio de uma serie as vezes tem um trailer de outra serie",Negativa
5847,5847,2020-04-07 00:17:48,3,É normal,Negativa
5856,5856,2020-04-06 23:24:37,3,"O app é muito desorganizado. não minimiza sempre quando a gente sai da tela, muitas vezes não volta ao mesmo ponto onde paramos de assistir, as séries ficam separadas por temporada, não tem sinopse das séries, mas as séries são top.",Positiva
5864,5864,2020-04-06 23:04:22,3,"Tem muitos filmes bons MAS... Tem muito pouco anime e a barra de procura é ruim (tem que ficar digitando anime/série um por um pra poder achar, se digitar anime não vai aparecer todos que tem) e sobre as temporadas de anime tá igual ao outro concorrente de streaming infelizmente. ☹️",Positiva
5866,5866,2020-04-06 22:48:24,3,"Bom, mas ele buga toda vez que saio do modo tela cheia, ele continua virado, mesmo com a opção de rotação do celular desligada",Negativa
5889,5889,2020-04-06 19:21:30,3,Os treilers entre em um episódio e outro do irritantes!,Negativa
5903,5903,2020-04-06 16:35:16,3,O app funciona bem mas seria interessante a divisão de usuários como ocorre no netflix. Ele consome muita internet.,Negativa
5908,5908,2020-04-06 15:51:32,3,Falta alguns filmes e séries... Sinto falta disso!!!!,Positiva
5922,5922,2020-04-06 13:54:03,3,Muito desargonido app muito louco,Positiva
5957,5957,2020-04-06 03:49:59,3,Não sei ainda,Positiva
5968,5968,2020-04-06 02:38:34,3,E bom e barato mas tem poucas opções de filmes e séries!,Positiva
5980,5980,2020-04-06 01:35:06,3,Bom aplicativo!,Positiva
5995,5995,2020-04-06 00:05:12,3,tem pequenos travamentos.,Positiva
6008,6008,2020-04-05 22:30:10,3,"A plataforma é excelente, mas a variedade de série que é muito fraca, ficou devendo nisso por isso não leva 5 ⭐",Positiva
6014,6014,2020-04-05 22:09:25,3,Napbgosyei muito por ser pago.,Negativa
6028,6028,2020-04-05 20:14:50,3,bom mas deveria dar pra controlar o app pelo celular enquanto assiste na tv e ter perfis tbm,Positiva
6047,6047,2020-04-05 17:38:29,3,Achei mt bom so acho que deviam fazer uma nova versao pra celular,Positiva
6049,6049,2020-04-05 17:19:38,3,Precisa de mais filmes de terror e configuração para smartv que ainda não tem,Negativa
6053,6053,2020-04-05 16:57:16,3,O App tem um preço razoável devido a programação o único problema que agora começou a travar .coisa que não acontecia antes,Negativa
6071,6071,2020-04-05 15:10:58,3,"As legendas simplesmente travam, o layout não é muito fácil e intuitivo.",Positiva
6080,6080,2020-04-05 13:56:52,3,GG,Positiva
6088,6088,2020-04-05 12:26:17,3,"Bom aplicativo, porém as legendas não são muito boas, se a internet não for rápida ela demora a carregar. O visual e a total tradução dos pôsteres dos filmes poderia ser melhor.",Positiva
6109,6109,2020-04-05 04:44:49,3,"O App Prime em meu Fire stick vive travando e interrompendo filmes...reinicio, verifico rede, Atualizações e fica travado ao tentar retomar o vídeo! Ver se no App do celular consigo terminar de assistir ao filme!",Negativa
6126,6126,2020-04-05 02:52:03,3,Poucos filmes,Positiva
6131,6131,2020-04-05 02:25:45,3,"A terceira estrela é pelo catálogo que pelo custo benefício da de 10 a 0 no vermelhinho, mas os apps tem muito a melhorar como, a navegação é bem cansativa e nada intuitiva, alterar legendas e áudio também é um tanto sofrível, e gostaria muito de saber quando vou poder sincronizar o app do celular com de outras plataformas sem a necessidade de um Chromecast, ficou bem ruim isso pois outros serviços oferecem essa opção já a muito tempo.",Negativa
6145,6145,2020-04-05 01:22:37,3,"Toda hora o mesmo problema com a legenda que não aparece, vocês precisam resolver isso.",Negativa
6152,6152,2020-04-05 00:43:23,3,"Na smartv funciona muito bem, mas o app para Android trava muito durante a exibição dos filmes e séries.",Negativa
6153,6153,2020-04-05 00:27:14,3,O app é ótimo porém nao consigo achar o filme ou a série no catálogo (digitando o nome em inglês ou português) sendo q no site fala q tem,Negativa
6157,6157,2020-04-04 23:59:29,3,Por favor faça um atualização nesse app .....,Negativa
6158,6158,2020-04-04 23:52:32,3,Pode melhorar a videoteca e a interface.,Positiva
6161,6161,2020-04-04 23:40:38,3,bons filmes e series . Mas dificil de colocar legenda e muito lento.,Positiva
6177,6177,2020-04-04 21:43:45,3,Tem um filme que é a COPIA dos Intocáveis. Bizarro. The Upside.,Positiva
6180,6180,2020-04-04 20:53:39,3,falta o sistema de perfis e o player na TV é um lixo (mu6300),Negativa
6186,6186,2020-04-04 20:18:01,3,"As ferramentas de pesquisa do App não funcionam, pra vocês enterrem melhor você pesquisar o filme o Poço, na pesquisa aparece series com chaves e pokoyo.",Negativa
6189,6189,2020-04-04 19:55:17,3,"Problemas com legenda são infinitos. Primeiro demorava a aparecer, depois não apareceu de jeito nenhum, e agora a legenda é diferente do meu idioma selecionado. Estou cada vez mais decepcionada com o app.",Negativa
6212,6212,2020-04-04 16:15:44,3,Os filmes travam muito.,Positiva
6215,6215,2020-04-04 15:32:04,3,Bom aplicativo...bom conteúdo..mas um ponto negativo é não ter a disponibilidade de projeção de tela... lamentável para os dias atuais...,Positiva
6230,6230,2020-04-04 13:58:01,3,Pode ser muito melhor,Positiva
6232,6232,2020-04-04 13:29:11,3,"Na maioria das vezes o app demora para reconhecer a legenda. Se eu tiver que pausar e sair, quando eu retorno, mesmo com a legenda selecionada ele não aparece. E tem vezes que quando eu seleciono o ícone da legenda não tem nenhuma legenda disponível.",Negativa
6238,6238,2020-04-04 11:58:14,3,"O catálogo é mesmo excelente, mas de que adianta quando um filme só tem áudio original em inglês sem legendas ou quando uma série só consta na versão dublada quando se deseja assisti-la na versão legendada? A Netflix e a HBO Go não pecam neste aspecto que, a meu ver, é algo básico.",Negativa
6248,6248,2020-04-04 06:09:05,3,Poderia ter opções de criar perfis pra separar oq cada pessoa assiste,Positiva
6249,6249,2020-04-04 06:00:42,3,Poderia seguir a sequência sozinho das séries.,Positiva
6268,6268,2020-04-04 02:23:01,3,"É bom...mas INFELIZMENTE está travando muito, e passando muito lento...as vezes parece em slow",Negativa
6272,6272,2020-04-04 01:34:45,3,"Tem muita coisa para ver . Mas é bem desorganizado a plataforma ( Tipo tem umas 3 vezes a mesma série , dividida por temporada )E isso dificulta encontrar as coisas interessantes. Mas tem a vantagem de está logado em vários aparelhos meus ao mesmo tempo",Positiva
6275,6275,2020-04-04 01:15:22,3,Catálogo insuficiente,Positiva
6280,6280,2020-04-04 01:02:57,3,Quero gerenciamento de perfis assim como a concorrência vermelha já tem.,Positiva
6287,6287,2020-04-04 00:26:43,3,E bom mais podia ser bem melhor trava muito não passa em tv smart podia ser melhor,Positiva
6304,6304,2020-04-03 22:49:23,3,Poderia ter mais séries,Positiva
6329,6329,2020-04-03 19:22:59,3,Porque só pode usar cartão de crédito e não de débito,Negativa
6336,6336,2020-04-03 18:31:42,3,"Chromecast, nao esta funcionando de forma correta!!!",Negativa
6338,6338,2020-04-03 18:17:10,3,"Bom em relação a conteúdo é ótimo, mais aplicativo pra celular trava muito, agora em relação a TV já é de boa, mais queria que travasse menos",Positiva
6340,6340,2020-04-03 18:08:13,3,"Boa, porém está faltando ter múltiplos perfis na conta do prime vídeo.",Positiva
6350,6350,2020-04-03 16:49:49,3,"To tentando me cadastrar, coloquei o cartão e não ta indo, não sei se é pq o cartão ta sem limite, mas como o teste de 30 dias é grátis acho que não influência, e coloquem pra poder pagar no débito, quero continuar depois dos 30 dias, mas não queria deixar no cartão da minha prima, vou esperar o retorno, no ruim no ruim vou pra Netflix de novo.",Negativa
6373,6373,2020-04-03 13:31:04,3,"Muito lento, Filme para muito.",Negativa
6374,6374,2020-04-03 13:30:27,3,"Tô sentindo falta das séries da atualidade.entendo que não é tão simples,mas quando tiver elite,lá casa de papel, game of thrones e várias outras, o app vai ficar top❤️",Positiva
6387,6387,2020-04-03 10:00:07,3,Poderiam melhorar o otimização do app,Positiva
6397,6397,2020-04-03 04:51:42,3,Precisa-se adicionar opção de usuários para ficar perfeito,Positiva
6407,6407,2020-04-03 03:35:08,3,Em análise,Positiva
6414,6414,2020-04-03 03:10:55,3,A tela do app fica muito escura e nao tem opção de aumentar o brilho,Negativa
6419,6419,2020-04-03 02:47:39,3,Ótimo catálogo experiência de usuário pavorosa,Positiva
6431,6431,2020-04-03 01:55:33,3,Catalogo limitado...,Positiva
6435,6435,2020-04-03 01:21:45,3,"Infelizmente eles tem um otimo arcenal de series, algumas coreanas e inclusive Riders contudo nao possuem dublagem. Filmes atuais bons, mas sem dublagem. O que torna sua lista de filmes pior que netflix.",Positiva
6460,6460,2020-04-02 23:05:36,3,Bom. Mais acho que poderia ter mais opçoes de filmes.,Positiva
6472,6472,2020-04-02 22:07:09,3,Acessei 2 vezes e não consigo acessar mais a tela de acesso é muito ruim. Mesmo mudando senha de login não consigo entrar. Gentileza resolver este problema. Grato,Negativa
6473,6473,2020-04-02 21:58:06,3,O app poderia ter opção de assinatura com cartão de débito não apenas crédito.,Negativa
6498,6498,2020-04-02 18:23:07,3,Deixa a desejar por não dar a opção de criar mais de 1 perfil.,Positiva
6500,6500,2020-04-02 18:12:43,3,Falta mis facilidade,Positiva
6507,6507,2020-04-02 17:16:51,3,"1 - Falta os perfis de usuário. 2 - Falta o botão ""like"" nas séries que vc considera relevante. 3 - Falta esse app na loja da Microsoft para PC, é um saco assistir pelo navegador.",Positiva
6508,6508,2020-04-02 16:48:58,3,"Demora para qualidade ficar boa, não tem tantas opções de filmes, porém para o valor está ótimo",Positiva
6515,6515,2020-04-02 15:55:13,3,O melhor do app é o seu custo.,Positiva
6518,6518,2020-04-02 15:37:10,3,"É muito difícil a gente atender uma ligação e voltar no mesmo episódio da série, principalmente se demorar, acho que precisava melhorar isso. Nem sempre volta",Positiva
6528,6528,2020-04-02 13:47:15,3,"muito boa a plataforma, mas nenhum filme ou série fica em Full HD no xiaomi mi 9",Negativa
6534,6534,2020-04-02 13:20:59,3,Bom até o momento não se decepcionei..,Positiva
6572,6572,2020-04-02 02:33:20,3,Bom Tem várias opções e o preço está bem em conta mas incomoda a forma como as propagandas são apresentadas... Mal abro o app e já vem um vídeo de uma produção deles e tals... Coloco pra reproduzir um filme e tem propaganda no início... Tudo bem que tem como pular mas mesmo assim acho invasiva a forma como as propagandas são colocadas,Negativa
6588,6588,2020-04-02 01:02:17,3,"Ótimos filmes, filmes novos, mas em séries é bem fraco, pouquíssimas séries boas.",Positiva
6590,6590,2020-04-02 00:45:00,3,Falta mais lançamento.,Positiva
6591,6591,2020-04-02 00:39:41,3,Só não dou 5 estrelas pq tem algumas coisas a melhorar e sei q voltarei aki pra dar essas estrelas ainda Na minha TV LG smart p assistir só espelhando a tela da TV no meu Mi6 pois n tem o app na galeria de apps da TV,Negativa
6597,6597,2020-04-02 00:09:04,3,Gosto muito da séries que tem no app os conteúdos do próprio app porém da vários bugs. Hj msm tentei entra várias vezes pra assistir Chicago fire e saia dando erro :(,Negativa
6608,6608,2020-04-01 23:07:27,3,"O aplicativo é bom mas fica ativando legenda sozinho, tanto no aplicativo do smartphone qnt da smart tv",Negativa
6626,6626,2020-04-01 21:10:02,3,"Logo que eu baixei o aplicativo fui criar perfil para minha esposa e filha, conforme anúncio que há essa possibilidade e quando eu vou ver aqui no Brasil não é permitido criar perfis.",Negativa
6627,6627,2020-04-01 21:04:06,3,Muitas coisas ainda precisam ser melhoradas,Positiva
6630,6630,2020-04-01 20:41:05,3,"É difícil garimpar bons filmes com os filtros oferecidos, uma navegação muito inferior ao concorrente, mas fica um pouco melhor quando monta sua lista pelo computador.",Negativa
6632,6632,2020-04-01 20:26:23,3,O app é bom mas acho o conteúdo de filmes e séries muito fraco,Positiva
6660,6660,2020-04-01 17:24:07,3,O palmeiras nao tem mundial,Positiva
6666,6666,2020-04-01 16:42:00,3,Não tem muitas séries interessantes!,Positiva
6673,6673,2020-04-01 16:01:36,3,Bom porém não consigo transmitir pra tv,Negativa
6681,6681,2020-04-01 15:20:53,3,"Alguns filmes não tem o audio original! Isso é um saco, odeio filme dublado",Negativa
6684,6684,2020-04-01 14:57:46,3,"As legendas são horríveis, tanto no app no celular quanto no app para o PlayStation. No celular não tem legenda, e no PlayStation a legenda nunca é a língua certa",Negativa
6724,6724,2020-04-01 03:07:52,3,nao funciona direiro principalmente na troca de audio,Negativa
6725,6725,2020-04-01 02:56:29,3,Ainda nao ta perfeito. Falta melhorar a funcao das legendas. Essa é minha maior chateacao. Estar assistindo algo e do nada elas sumirem. To instalando o app de novo p ver se isso para de acontecer,Positiva
6730,6730,2020-04-01 02:25:54,3,Ficaria perfeito se tivesse como transmitir para TV pelo próprio app.,Positiva
6734,6734,2020-04-01 02:11:47,3,"Algumas séries não apresentam legendas, em alguns momentos ela desaparece",Positiva
6745,6745,2020-04-01 01:23:06,3,"Tem que melhorar, alguns filmes a qualidade é mto ruim,Não tem opção de filtrar e nem buscar os filmes que deseja ,o filtro é bem escondido, Quando vc termina de ver uma série é uma verdadeira luta para começar assistir novamente do primeiro capítulo , n tem opção para recomeçar, vc tem qe voltar manualmente,fazem trailer de lançamento mas não tem as datas nem o mês, a Netflix avisa até por email, não existe recomendação de filmes, somente os lançamentos ficam destacados.",Negativa
6756,6756,2020-04-01 00:02:14,3,Navegação poderia ser mais intuitiva,Positiva
6759,6759,2020-03-31 23:58:38,3,"Senhores invertem em filmes , séries e animes das antigas porque nunca mais conseguirão fazer filmes , séries e animes tão legais.",Positiva
6760,6760,2020-03-31 23:52:50,3,Falhas no comando de volume quando está rodando o filme única coisa que incomoda,Positiva
6772,6772,2020-03-31 22:43:10,3,A disponibilidade e navegação via Chromecast tem muito a ser melhorada. Não é possível pausar e dar play através da barra de tarefas,Negativa
6793,6793,2020-03-31 21:18:36,3,"Adoro a Amazon prime, o único problema é o app que sempre dá algum problema, seja pra transmitir pra tv, seja com as legendas que não aparecem, seja com o fato de que ele simplesmente não abre por um erro do próprio aplicativo... É decepcionante.",Negativa
6794,6794,2020-03-31 21:05:41,3,Falta uma opção para compartilhar a tela diretamente com a tv :/,Positiva
6824,6824,2020-03-31 17:45:55,3,"A disponibilidade de filmes é séries é razoável, acaba valendo a pena pelo valor cobrado. O que irrita profundamente é, principalmente em séries, após o término dos capítulos, sempre existir trailer de outros produtos da Amazon Vídeo, e o pior de tudo é não existir a opção para desabilitar essa função, já que é extremamente irritante, e a sua principal concorrente não utiliza desses subterfúgios para ""empurrar"" seus conteúdos originais. Se isso melhorar, talvez mude a avaliação.",Negativa
6826,6826,2020-03-31 17:35:58,3,"É bem legal. Mas poderia melhorar, poucas séries de comédia, filmes novos, as séries interessantes não tem tradução para o português, se quer legenda.",Positiva
6829,6829,2020-03-31 17:22:04,3,"Precisa melhorar muito os apps tanto para tv quanto para smartphones. Tv's: A mudança de idiomas e legendas poderia aparecer na mesma aba e não separadas. Tbm poderia ter a opção de mudar idiomas e legendas enquanto o filme é exibido. Sem precisar sair. Smartphones: Algumas vezes a tela apaga durante a exibição do filme ou série. Preciso sair e entrar de novo no app pra poder voltar ao normal. O catálogo é muito bom mesmo, mas a navegação nos apps precisa melhorar bastante. Não é intuitiva.",Positiva
6834,6834,2020-03-31 17:05:11,3,Tem previsão para que possamos fazer a assinatura do plano com cartão de débito ou cartão presente ? Não tenho cartão de crédito e isso me prende de assinar o serviço,Negativa
6837,6837,2020-03-31 16:31:07,3,"O conteúdo é bom, mas o app não aparece a opção de Chromecast. Fora a instabilidade.",Negativa
6838,6838,2020-03-31 16:29:20,3,"Se sou assinante porque tem anúncios ? Isso é uma chatice , pior que Netflix não tem muita coisa nova e nem tudo que procuro por isso não dou 5⭐",Negativa
6841,6841,2020-03-31 16:12:54,3,Aguardando vocês colocarem o aplicativo da AMAZON PRIME aparecer nos televisores [LG] Smartv LH5700. Só falta isso para eu me tornar cliente de vcs!!,Negativa
6849,6849,2020-03-31 15:48:27,3,Poderiam parar de obrigar a gente a assistir o trailer de outros filmes/séries quando começa algum episódio. Se eu quisesse propaganda continuaria assistindo pelos apps gratuitos.,Negativa
6872,6872,2020-03-31 13:26:21,3,"Não tão bom assim ,fica travando toda hora e olha que minha internet é boa.",Negativa
6875,6875,2020-03-31 12:18:12,3,"Vou 3 da estrela pq? Os vídeo trava muito, as vezes a imagem não está legal. Muitas das vezes tenho que sair na metade do filme e reinicia o aplicativo. Tem filmes bons, mas acho que precisa melhora pra ganha clientes.",Negativa
6882,6882,2020-03-31 10:53:07,3,"Minha amiga Paloma Viega Bovi, disse que o Amazon Prime Vídeo, é melhor que a Netflix. A Netflix é satânica, Porta dos Fundos Especial de natal, a maior prova, blasfêmia contra o espírito santo de Deus. Votarei para comentar o que eu achei !",Positiva
6884,6884,2020-03-31 10:28:03,3,"O app até que é interessante, com bastante conteúdo, porém não deveria ter tanta propaganda de seus outros conteúdos, a ideia até que é legal ter um comercial de suas outras opções de séries e filmes, porém a frequência está muito alta, se repetindo várias e várias vezes o mesmo anúncio.",Positiva
6901,6901,2020-03-31 04:13:05,3,日本の作品でも海外の作品でも、耳の聞こえない人のために、字幕あってほしいです。 それに前は海外のクレジットカードでレンタルができていたのに、今はできなくなったので不便です。,NaN
6902,6902,2020-03-31 04:11:47,3,"App muito instável, trava várias vezes ao longo dos filmes! E não digo que trava o filme em si, mas o aplicativo todo!",Positiva
6911,6911,2020-03-31 03:17:27,3,"O app funciona bem no smartphone e notebook, porém na fire tv stick é bem ruim, pois é pouco intuitivo, além apresenta vários travamentos. Contudo a função X-Ray é bem interessante, seria mais ainda se tivesse como assistir o making of das produções, algo que nenhum serviço de streaming apresenta",Positiva
6920,6920,2020-03-31 02:08:27,3,Tem potencial,Negativa
6927,6927,2020-03-31 01:39:59,3,"Poucas opções de filmes,",Positiva
6932,6932,2020-03-31 01:29:26,3,"Por favor, eu não quero ver as propagandas das séries que a Amazon lançou ou tem. Tem jeito de tirar essa opção? E se não tiver, tem jeito de vocês tirarem essa opção? E outra, coloquem uns filmes melhores e tirem aqueles que são horríveis. Se conseguirem resolver o primeiro problema, eu mudo pra 4 estrelas.",Negativa
6942,6942,2020-03-31 00:26:30,3,"Boa variedade de séries e filmes. Porém o app não é liso, roda meio lento. Quando saimos de um episódio ele volta do começo.",Positiva
6944,6944,2020-03-31 00:15:29,3,Precisa de Filmes novos e mais séries novas,Positiva
6954,6954,2020-03-30 23:14:28,3,Podia ser mais funcional,Positiva
6964,6964,2020-03-30 21:03:21,3,Muito legal... Mas podia informar melhor o pq não tem sequências inteiras. Exemplo: John wick 1 e 3 mas sem o 2...,Positiva
6972,6972,2020-03-30 20:14:37,3,Olá Amazon. Entrem em contato comigo para finalizarmos o lançamento de cobranças em minha fatura. Obrigada,Negativa
6987,6987,2020-03-30 17:13:50,3,Estou dando três porque a interface é horrível poderia copiar da sua principal concorrente pelo menos,Negativa
6990,6990,2020-03-30 16:56:33,3,"O catálogo de filmes e séries e bom, mas o aplicativo é bem fraquinho. Outros serviços do tipo, tem aplicativos bem mais intuitivos e funcionais. O serviço é bom, só tem que melhorar os apps.",Positiva
7008,7008,2020-03-30 14:13:38,3,"Acho super nada haver não ter a opção de pagar com débito ou dinheiro, e quem não tem cartão de crédito, como faz? Quero muito usar os serviços da Amazon, mais vocês não facilitam.....",Negativa
7012,7012,2020-03-30 13:40:44,3,Se há uma crítica a ser feita é na forma de pagamento no qual só aceita cartão de crédito. Disponibilizem pagamento via cartão de débito também.,Negativa
7019,7019,2020-03-30 11:19:51,3,"O app é bom, mas poderia ser melhor. Deveriam investir no app para smart tv. O prime video para smart tv é muito ruim.",Positiva
7033,7033,2020-03-30 05:01:21,3,App bom . Uso na minha tv box ! Mas quando vou ver um filme o série sempre com 20 segundos depois o vídeo simplesmente para ! Pode ser qualquer filme ou série ! Ai tem que voltar e colocar dnv ! E fora a perca da qualidade da imagem né ! Arrumem isso por favor ... Indignado com esse problema,Negativa
7055,7055,2020-03-30 02:09:05,3,Esperava mais.,Positiva
7078,7078,2020-03-30 00:31:29,3,Poderia ser melhor,Positiva
7093,7093,2020-03-29 23:13:26,3,"Muitos títulos sem legenda em poertuguês, assistir dublado é horrível.",Negativa
7094,7094,2020-03-29 23:09:24,3,"Meia boca, não some quando termina os filmes ou séries, fica aparecendo aquela bobeira história do ator se clica na tela, e fica parecendo trailers besta.",Negativa
7102,7102,2020-03-29 22:26:09,3,"Existem observações que precisam ficar mais claras !!! O amazon prime tem acesso limitado ao amazon music.... Eu era usuario music, migrei para o prime e perdi acesso a varias musicas, segundo a propria amazon, o sistem prime da acesso a cerca de 2mi de musicas, enquanto o prime e unlimited",Negativa
7113,7113,2020-03-29 21:20:15,3,"Bom Está faltando o espelhamento de tela que encontro nos outros apk e cai muito rápido a exibição quando em pause, mas tem séries que não encontro nos outros e filmes novos da Disney.",Positiva
7114,7114,2020-03-29 21:10:44,3,"Só mudaria o fato do app crescer a cada download. Mesmo excluindo após assistir, o app continua ocupando muita memória o que me força a limpar os dados constantemente.",Negativa
7120,7120,2020-03-29 20:46:17,3,Vc poderia colocar a opção de transmissão de tela do celular pra tv,Positiva
7125,7125,2020-03-29 20:24:32,3,Quando assisto série ele para sozinho e Eu preciso fechar e abrir de novo o app,Negativa
7130,7130,2020-03-29 20:01:37,3,A plataforma ainda parece ser um pouco amadora. Falta aperfeiçoamento técnico do aplicativo. Precisa melhorar muito pra bater de frente com a número 1,Positiva
7134,7134,2020-03-29 19:48:34,3,"Gente não sei o que está acontecendo, simplesmente não carrega os filmes. Sou assinante a alguns meses e já desistir de assistir algo várias vezes. A Amazon tem uma série maravilhosa que é Hannah, mas ela não está carregando. O pior é que outros app de séries entram normalmente, então o problema não é na internet.",Negativa
7137,7137,2020-03-29 19:45:29,3,"O app funciona muito bem, só não dou 5 estrelas porque não são todos os filmes e séries que estão dublados",Positiva
7144,7144,2020-03-29 18:50:23,3,Achei bom mas até agora não consegui registrar na tv,Positiva
7148,7148,2020-03-29 18:10:35,3,"Estou gostando, mas achei ele meio bagunçado. Não sei se sou eu, mas acho interessante Colocar a operação de língua original do filme. Só escrever original no audio.",Positiva
7161,7161,2020-03-29 17:11:51,3,Não assinei o prime pq não aceita pagamento em débito ja a Netflix aceita pago todo dia 5 sem problemas se aceitasse poderia assinar e manter os dois,Negativa
7176,7176,2020-03-29 16:01:24,3,"Preciso de ajuda. Não consigo acessar nenhum conteúdo do Amazon prime video, quando estou conectada pelo meu wi-fi. Somente funciona no 4g. Alguém pode me ajudar a solucionar?",Negativa
7186,7186,2020-03-29 15:35:47,3,"O app é bom, mas tem muito que melhorar, a Amazon tem recursos para poder fazer o melhor e parece que nesse app ela nem sequer investiu..",Positiva
7191,7191,2020-03-29 15:01:22,3,"Precisa melhorar urgentemente. Cara, é um app de umas da maiores multinacionais do mundo, não é possível que ainda seja tão instável assim. Tirem essa tela pop-up e deixem dentro do app assim como é no Netflix, já ajuda demais aos vídeos não ficarem travando. Por favor, Jeff Bezos, melhora essa T. I aí.",Negativa
7201,7201,2020-03-29 13:35:07,3,Poderia ter a opção de espelhar na tv,Positiva
7206,7206,2020-03-29 12:42:55,3,Pouca variedade de conteúdo de qualidade,Positiva
7211,7211,2020-03-29 10:48:40,3,Legendas pequenas,Positiva
7214,7214,2020-03-29 09:56:17,3,Muito bom. Só acho que demora muito a postar novos filmes,Positiva
7215,7215,2020-03-29 09:22:59,3,"Its a good app, but has a lot to improve.",Positiva
7216,7216,2020-03-29 07:36:45,3,O aplicativo não é nada intuitivo. As opções de gêneros de filme são limitadissimos e a ferramenta de pesquisa também não ajuda.,Positiva
7229,7229,2020-03-29 04:13:54,3,Poderia ter uma seção de filmes antigos.,Positiva
7247,7247,2020-03-29 01:53:08,3,"A minha resenha é quanto ao serviço em si. O serviço é bom, a qualidade da imagem é ótima. Porém, gostaria de ter acesso a mais produções internacionais com legenda em português, principalmente filmes indianos, gosto muito muito deles mas, não encontro nenhum com legenda em português na plataforma, o que me frustra bastante",Positiva
7269,7269,2020-03-28 23:34:47,3,Alguns vídeos sem legenda. Frustrante.,Negativa
7289,7289,2020-03-28 21:04:41,3,"Sempre com dificuldade de espelhar, travamentos....precisa de melhorar muito",Negativa
7339,7339,2020-03-28 15:21:30,3,O app pudia ter mais série e claro ela tem séries ótimas mais não tem todas as séries,Positiva
7366,7366,2020-03-28 11:33:38,3,"Tem que melhorar o sistema de navegação, tanto na tv como no smartphone, seria interessante ter uma perfil exclusivo para crianças, com uma navegação filtrada por idade.",Positiva
7374,7374,2020-03-28 08:19:08,3,"alguém me ajuda nas características, n tô conseguindo entrar!!",Negativa
7380,7380,2020-03-28 05:33:03,3,Mas ou menos,Positiva
7403,7403,2020-03-28 02:08:52,3,Falta opção de perfil,Positiva
7404,7404,2020-03-28 02:02:44,3,Vocês tem que colocar filme dublado tem filmes que tá falando que dublado mas não está,Positiva
7405,7405,2020-03-28 02:00:17,3,"O problema do App é a opção ""Usar aceleração de hardware"", desativado o app funciona normal.",Negativa
7410,7410,2020-03-28 01:44:31,3,Tem alguns filmes legais,Positiva
